Player Name,Player ID
James van Riemsdyk,8474037
Dmitri Voronkov,8481716
Jack Williams,8485469
Jake Christiansen,8481161
Dante Fabbro,8479371
Erik Gudbranson,8475790
Jordan Harris,8480887
Jack Johnson,8471677
Ivan Provorov,8478500
Damon Severson,8476923
Zach Werenski,8478460
Elvis Merzlikins,8478007
Daniil Tarasov,8480193
Jamie Benn,8473994
Colin Blackwell,8476278
Mavrik Bourque,8482145
Oskar Bäck,8480840
Evgenii Dadonov,8474149
Matt Duchene,8475168
Mikael Granlund,8475798
Roope Hintz,8478449
Wyatt Johnston,8482740
Mason Marchment,8478975
Mikko Rantanen,8478420
Jason Robertson,8480027
Tyler Seguin,8475794
Sam Steel,8479351
Lian Bichsel,8483425
Cody Ceci,8476879
Mathew Dumba,8476856
Thomas Harley,8481581
Miro Heiskanen,8480036
Esa Lindell,8476902
Nils Lundkvist,8480878
Ilya Lyubushkin,8480950
Alexander Petrovic,8475755
Brendan Smith,8474090
Casey DeSmith,8479193
Jake Oettinger,8479979
Jonatan Berggren,8481013
J.T. Compher,8477456
Andrew Copp,8477429
Alex DeBrincat,8479337
Patrick Kane,8474141
Marco Kasper,8483464
Dylan Larkin,8477946
Carter Mazur,8482802
Tyler Motte,8477353
Michael Rasmussen,8479992
Lucas Raymond,8482078
Craig Smith,8475225
Vladimir Tarasenko,8475765
Ben Chiarot,8475279
Simon Edvinsson,8482762
Erik Gustafsson,8476979
Justin Holl,8475718
Albert Johansson,8481607
William Lagesson,8478021
Jeff Petry,8473507
Moritz Seider,8481542
Alex Lyon,8479312
Petr Mrazek,8475852
Cam Talbot,8475660
Viktor Arvidsson,8478042
Connor Brown,8477015
Leon Draisaitl,8477934
Trent Frederic,8479365
Adam Henrique,8474641
Zach Hyman,8475786
Mattias Janmark,8477406
Max Jones,8479368
Evander Kane,8475169
Kasperi Kapanen,8477953
Connor McDavid,8478402
Ryan Nugent-Hopkins,8476454
Corey Perry,8470621
Vasily Podkolzin,8481617
Derek Ryan,8478585
Jeff Skinner,8475784
Evan Bouchard,8480803
Joshua Brown,8477384
Cam Dineen,8479341
Mattias Ekholm,8475218
Ty Emberson,8480834
John Klingberg,8475906
Brett Kulak,8476967
Darnell Nurse,8477498
Troy Stecher,8479442
Jake Walman,8478013
Calvin Pickard,8475717
Olivier Rodrigue,8480885
Stuart Skinner,8479973
Aleksander Barkov,8477493
Sam Bennett,8477935
Jesper Boqvist,8480003
Jonah Gadjovich,8479981
A.J. Greer,8478421
Anton Lundell,8482113
Eetu Luostarinen,8480185
Brad Marchand,8473419
Tomas Nosek,8477931
Jesse Puljujarvi,8479344
Sam Reinhart,8477933
Evan Rodrigues,8478542
Mackie Samoskevich,8482713
Nico Sturm,8481477
Matthew Tkachuk,8479314
Carter Verhaeghe,8477409
Uvis Balinskis,8484304
Gustav Forsling,8478055
Seth Jones,8477495
Dmitry Kulikov,8475179
Jaycob Megna,8477034
Niko Mikkola,8478859
Nate Schmidt,8477220
Sergei Bobrovsky,8475683
Vitek Vanecek,8477970
Quinton Byfield,8482124
Phillip Danault,8476479
Kevin Fiala,8477942
Warren Foegele,8477998
Samuel Helenius,8482726
Tanner Jeannot,8479661
Adrian Kempe,8477960
Anze Kopitar,8471685
Andrei Kuzmenko,8483808
Alex Laferriere,8482155
Trevor Lewis,8473453
Jeff Malott,8482408
Trevor Moore,8479675
Akil Thomas,8480851
Alex Turcotte,8481532
Mikey Anderson,8479998
Kyle Burroughs,8477335
Brandt Clarke,8482730
Drew Doughty,8474563
Joel Edmundson,8476441
Vladislav Gavrikov,8478882
Jacob Moverare,8479421
Jordan Spence,8481606
Darcy Kuemper,8475311
David Rittich,8479496
Matt Boldy,8481557
Travis Boyd,8476329
Justin Brazeau,8479638
Joel Eriksson Ek,8478493
Marcus Foligno,8475220
Frederick Gaudreau,8477919
Brendan Gaunce,8476867
Hunter Haight,8483452
Ryan Hartman,8477451
Vinnie Hinostroza,8476994
Marcus Johansson,8475149
Ben Jones,8480259
Kirill Kaprizov,8478864
Gustav Nyquist,8474679
Liam Ohgren,8483499
Marco Rossi,8482079
Devin Shore,8476913
Yakov Trenin,8478508
Mats Zuccarello,8475692
Zach Bogosian,8474567
Jonas Brodin,8476463
Zeev Buium,8484798
Declan Chisholm,8480990
Cameron Crotty,8480075
Brock Faber,8482122
Carson Lambos,8482781
Jon Merrill,8475750
Jake Middleton,8478136
Jared Spurgeon,8474716
Marc-Andre Fleury,8470594
Filip Gustavsson,8479406
Jesper Wallstedt,8482661
Josh Anderson,8476981
Joel Armia,8476469
Cole Caufield,8481540
Kirby Dach,8481523
Ivan Demidov,8484984
Christian Dvorak,8477989
Jake Evans,8478133
Brendan Gallagher,8475848
Emil Heineman,8482476
Oliver Kapanen,8482775
Patrik Laine,8479339
Alex Newhook,8481618
Michael Pezzetta,8479543
Juraj Slafkovský,8483515
Nick Suzuki,8480018
Alexandre Carrier,8478851
Kaiden Guhle,8482087
Lane Hutson,8483457
Mike Matheson,8476875
David Savard,8475233
Jayden Struble,8481593
Arber Xhekaj,8482964
Jakub Dobes,8482487
Sam Montembeault,8478470
Michael Bunting,8478047
Luke Evangelista,8482146
Filip Forsberg,8476887
Zachary L'Heureux,8482742
Jonathan Marchessault,8476539
Michael McCarron,8477446
Ryan O'Reilly,8475158
Colton Sissons,8476925
Cole Smith,8482062
Steven Stamkos,8474564
Jakub Vrana,8477944
Matthew Wood,8484241
Justin Barron,8482111
Nick Blankenburg,8483565
Andreas Englund,8477971
Roman Josi,8474600
Jeremy Lauzon,8478468
Jordan Oesterle,8477851
Brady Skjei,8476869
Adam Wilsby,8482482
Justus Annunen,8481020
Juuse Saros,8477424
Nathan Bastian,8479414
Jesper Bratt,8479407
Paul Cotter,8481032
Justin Dowling,8475413
Nolan Foote,8481518
Cody Glass,8479996
Brian Halonen,8483531
Mike Hardman,8482635
Erik Haula,8475287
Nico Hischier,8480002
Jack Hughes,8481559
Curtis Lazar,8477508
Nathan Légaré,8481594
Kurtis MacDermid,8477073
Marc McLaughlin,8483397
Timo Meier,8478414
Dawson Mercer,8482110
Stefan Noesen,8476474
Ondrej Palat,8476292
Daniel Sprong,8478466
Tomas Tatar,8475193
Seamus Casey,8483429
Dennis Cholowski,8479395
Brenden Dillon,8475455
Brian Dumoulin,8475208
Dougie Hamilton,8476462
Luke Hughes,8482684
Johnathan Kovacevic,8480192
Simon Nemec,8483495
Brett Pesce,8477488
Jonas Siegenthaler,8478399
Topias Vilen,8482873
Colton White,8478841
Jake Allen,8474596
Nico Daws,8482076
Jacob Markstrom,8474593
Isaac Poulter,8483659
Mathew Barzal,8478445
Casey Cizikas,8475231
Anthony Duclair,8477407
Pierre Engvall,8478115
Hudson Fasching,8477392
Marc Gatcomb,8483553
Simon Holmstrom,8481601
Bo Horvat,8477500
Anders Lee,8475314
Kyle MacLean,8481237
Matt Martin,8474709
Jean-Gabriel Pageau,8476419
Kyle Palmieri,8475151
Maxim Tsyplakov,8484958
Adam Boqvist,8480871
Tony DeAngelo,8477950
Noah Dobson,8480865
Scott Mayfield,8476429
Adam Pelech,8476917
Scott Perunovich,8481059
Ryan Pulock,8477506
Mike Reilly,8476422
Alexander Romanov,8481014
Marcus Hogberg,8477405
Ilya Sorokin,8478009
Semyon Varlamov,8473575
Nicolas Aube-Kubel,8477979
Brett Berard,8482132
Jonny Brodzinski,8477380
Sam Carrick,8475842
Will Cuylle,8482157
Adam Edstrom,8481726
Arthur Kaliyev,8481560
Chris Kreider,8475184
Alexis Lafrenière,8482109
J.T. Miller,8476468
Brennan Othmann,8482747
Artemi Panarin,8478550
Juuso Parssinen,8481704
Gabe Perreault,8484210
Matt Rempe,8482460
Vincent Trocheck,8476389
Mika Zibanejad,8476459
Will Borgen,8478840
Calvin de Haan,8475177
Adam Fox,8479323
Zac Jones,8481708
K'Andre Miller,8480817
Braden Schneider,8482073
Carson Soucy,8477369
Urho Vaakanainen,8480001
Jonathan Quick,8471734
Igor Shesterkin,8478048
Michael Amadio,8478020
Drake Batherson,8480208
Nick Cousins,8476393
Dylan Cozens,8481528
Adam Gaudette,8478874
Claude Giroux,8473512
Ridly Greig,8482092
Matthew Highmore,8478146
Hayden Hodgson,8478173
David Perron,8474102
Shane Pinto,8481596
Tim Stützle,8482116
Brady Tkachuk,8480801
Fabian Zetterlund,8480188
Thomas Chabot,8478469
Dennis Gilbert,8478502
Travis Hamonic,8474612
Nick Jensen,8475324
Tyler Kleven,8482095
Nikolas Matinpalo,8484321
Jake Sanderson,8482105
Artem Zub,8482245
Anton Forsberg,8476341
Linus Ullmark,8476999
Bobby Brink,8481553
Noah Cates,8480220
Sean Couturier,8476461
Nicolas Deslauriers,8475235
Karsen Dorwart,8485483
Tyson Foerster,8482159
Garnet Hathaway,8477903
Devin Kaplan,8483461
Travis Konecny,8478439
Matvei Michkov,8484387
Jakob Pelletier,8481592
Ryan Poehling,8480068
Owen Tippett,8480015
Jamie Drysdale,8482142
Ryan Ellis,8475176
Rasmus Ristolainen,8477499
Travis Sanheim,8477948
Nick Seeler,8476372
Cam York,8481546
Egor Zamula,8481178
Samuel Ersson,8481035
Ivan Fedotov,8478905
Aleksei Kolosov,8482783
Noel Acciari,8478569
Sidney Crosby,8471675
Connor Dewar,8480980
Kevin Hayes,8475763
Danton Heinen,8478046
Bokondji Imama,8478147
Blake Lizotte,8481481
Evgeni Malkin,8471215
Rutger McGroarty,8483487
Matt Nieto,8476442
Tommy Novak,8478438
Rickard Rakell,8476483
Bryan Rust,8475810
Philip Tomasino,8481577
Ryan Graves,8477435
Matt Grzelcyk,8476891
P.O Joseph,8480058
Erik Karlsson,8474578
Vladislav Kolyachonok,8481609
Kris Letang,8471724
Ryan Shea,8478854
Conor Timmins,8479982
Tristan Jarry,8477465
Alex Nedeljkovic,8477968
Thomas Bordeleau,8482133
Macklin Celebrini,8484801
Logan Couture,8474053
Ty Dellandrea,8480848
William Eklund,8482667
Barclay Goodrow,8476624
Noah Gregor,8479393
Carl Grundstrom,8479336
Klim Kostin,8480011
Nikolai Kovalenko,8481042
Cam Lund,8483481
Will Smith,8484227
Tyler Toffoli,8475726
Alexander Wennberg,8477505
Vincent Desharnais,8479576
Mario Ferraro,8479983
Timothy Liljegren,8480043
Shakir Mukhamadullin,8482166
Jan Rutta,8480172
Henry Thrun,8481567
Marc-Edouard Vlasic,8471709
Alexandar Georgiev,8480382
Georgi Romanov,8484312
Matty Beniers,8482665
Andre Burakovsky,8477444
Jordan Eberle,8474586
Michael Eyssimont,8479591
Kaapo Kakko,8481554
Tye Kartye,8481789
Jared McCann,8477955
Jaden Schwartz,8475768
Chandler Stephenson,8476905
Eeli Tolvanen,8480009
Shane Wright,8483524
Vince Dunn,8478407
Ryker Evans,8482858
Adam Larsson,8476457
Joshua Mahura,8479372
Brandon Montour,8477986
Jamie Oleksiak,8476467
Joey Daccord,8478916
Philipp Grubauer,8475831
Zack Bolduc,8482737
Pavel Buchnevich,8477402
Radek Faksa,8476889
Dylan Holloway,8482077
Mathieu Joseph,8478472
Jordan Kyrou,8479385
Jake Neighbours,8482089
Brayden Schenn,8475170
Jimmy Snuggerud,8483516
Oskar Sundqvist,8476897
Alexandre Texier,8480074
Robert Thomas,8480023
Alexey Toropchenko,8480281
Nathan Walker,8477573
Philip Broberg,8481598
Justin Faulk,8475753
Cam Fowler,8475764
Matthew Kessel,8482516
Nick Leddy,8475181
Colton Parayko,8476892
Ryan Suter,8470600
Tyler Tucker,8481006
Jordan Binnington,8476412
Will Cranley,8482205
Joel Hofer,8480981
Cam Atkinson,8474715
Oliver Bjorkstrand,8477416
Mitchell Chaffee,8482070
Anthony Cirelli,8478519
Conor Geekie,8483447
Zemgus Girgensons,8476878
Luke Glendening,8476822
Gage Goncalves,8482201
Yanni Gourde,8476826
Jake Guentzel,8477404
Brandon Hagel,8479542
Nikita Kucherov,8476453
Nick Paul,8477426
Brayden Point,8478010
Erik Cernak,8478416
Victor Hedman,8475167
Emil Lilleberg,8482929
Ryan McDonagh,8474151
J.J. Moser,8482655
Nick Perbix,8480246
Darren Raddysh,8478178
Jonas Johansson,8477992
Andrei Vasilevskiy,8476883
Max Domi,8477503
Pontus Holmberg,8480995
Calle Jarnkrok,8475714
David Kampf,8480144
Matthew Knies,8482720
Scott Laughton,8476872
Steven Lorentz,8478904
Mitch Marner,8478483
Auston Matthews,8479318
Bobby McMann,8482259
William Nylander,8477939
Max Pacioretty,8474157
Ryan Reaves,8471817
Nicholas Robertson,8481582
John Tavares,8475166
Simon Benoit,8481122
Brandon Carlo,8478443
Oliver Ekman-Larsson,8475171
Jani Hakanpää,8475825
Jake McCabe,8476931
Dakota Mermis,8477541
Philippe Myers,8479026
Morgan Rielly,8476853
Chris Tanev,8475690
Anthony Stolarz,8476932
Joseph Woll,8479361
Nils Aman,8482496
Teddy Blueger,8476927
Brock Boeser,8478444
Filip Chytil,8480078
Jake DeBrusk,8478498
Conor Garland,8478856
Nils Hoglander,8481535
Dakota Joshua,8478057
Drew O'Connor,8482055
Elias Pettersson,8483678
Kiefer Sherwood,8480748
Pius Suter,8480459
Derek Forbort,8475762
Filip Hronek,8479425
Quinn Hughes,8480800
Noah Juulsen,8478454
Tyler Myers,8474574
Marcus Pettersson,8477969
Thatcher Demko,8477967
Kevin Lankinen,8480947
Ivan Barbashev,8477964
Callahan Burke,8482250
Pavel Dorofeyev,8481604
Jack Eichel,8478403
Tomas Hertl,8476881
Alexander Holtz,8482125
Brett Howden,8479353
William Karlsson,8476448
Keegan Kolesar,8478434
Tanner Laczynski,8479550
Raphael Lavoie,8481534
Victor Olofsson,8478109
Tanner Pearson,8476871
Jonas Rondbjerg,8480007
Nicolas Roy,8478462
Brandon Saad,8476438
Matyas Sapovaliv,8483511
Cole Schwindt,8481655
Reilly Smith,8475191
Mark Stone,8475913
Robert Hagg,8477462
Nicolas Hague,8479980
Noah Hanifin,8478396
Ben Hutton,8477018
Kaedan Korczak,8481527
Dysin Mayo,8478062
Brayden McNabb,8475188
Alex Pietrangelo,8474565
Shea Theodore,8477447
Zach Whitecloud,8480727
Adin Hill,8478499
Carl Lindbom,8482761
Ilya Samsonov,8478492
Akira Schmid,8481033
Nicklas Backstrom,8473563
Anthony Beauvillier,8478463
Nic Dowd,8475343
Pierre-Luc Dubois,8479400
Brandon Duhaime,8479520
Lars Eller,8474189
Ethen Frank,8483573
Ryan Leonard,8484186
Andrew Mangiapane,8478233
Connor McMichael,8481580
Sonny Milano,8477947
T.J. Oshie,8471698
Alex Ovechkin,8471214
Aliaksei Protas,8481656
Taylor Raddysh,8479390
Dylan Strome,8478440
Tom Wilson,8476880
Alexander Alexeyev,8480823
Ethan Bear,8478451
John Carlson,8474590
Jakob Chychrun,8479345
Martin Fehérváry,8480796
Dylan McIlrath,8475795
Matt Roy,8478911
Rasmus Sandin,8480873
Trevor van Riemsdyk,8477845
Charlie Lindgren,8479292
Clay Stevenson,8483532
Logan Thompson,8480313
Jaret Anderson-Dolan,8479994
Mason Appleton,8478891
Morgan Barron,8480289
Kyle Connor,8478398
Nikolaj Ehlers,8477940
David Gustafsson,8481019
Alex Iafallo,8480113
Axel Jonsson-Fjallby,8479536
Rasmus Kupari,8480845
Adam Lowry,8476392
Vladislav Namestnikov,8476480
Nino Niederreiter,8475799
Cole Perfetti,8482149
Mark Scheifele,8476460
Mason Shaw,8479972
Brandon Tanev,8479293
Dominic Toninato,8476952
Gabriel Vilardi,8480014
Dylan Coghlan,8479639
Dylan DeMelo,8476331
Haydn Fleury,8477938
Ville Heinola,8481572
Colin Miller,8476525
Josh Morrissey,8477504
Isaak Phillips,8482192
Neal Pionk,8480145
Elias Salomonsson,8483510
Dylan Samberg,8480049
Luke Schenn,8474568
Logan Stanley,8479378
Eric Comrie,8477480
Chris Driedger,8476904
Connor Hellebuyck,8476945
